"Permit_Number","Date_of_Submission","Date_of_Permit_Issuance","Completed_Date","Expiration_Date","Permit_Name","Work_Type","Primary_Work_Scope","Permit_Status","HRM_ID","Civic_Number","Street_Name","Community","PID","Most_Recent_Inspection","Type_of_Structure","Work_Description","Active_Parcel","Date_Inspection_Completed",District,Inspection_Outcome
"GP-2021-05727","2021-04-08 12:00:00","2021-04-14 12:00:00","2022-02-02 12:00:00","2021-10-14 12:00:00","Blasting Permit","Blasting","Blasting","Completed",173679,"1470","QUEEN ST","HALIFAX","00034397","Engineering - BLA - Blasting Final","Commercial","Blasting for new Building

Grade Alteration Permit GP-2021-03648","N","2022-02-02 12:00:00","Unidentified","Passed"
"GP-2021-08394","2021-05-06 12:00:00","2021-07-16 12:00:00","2024-10-30 12:00:00","2024-10-28 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Expired (Closed)",700003415,,"SHUBIE DR","DARTMOUTH",,,"Commercial","Extension of Shubie Drive in Dartmouth drive complete with new services to proposed building and waste/stormwater systems. 

Associated with Blasting permit GP-2021-00772, Grade Alteration permit GP-2021-07632",,,"Unidentified",
"GP-2021-09854","2021-05-26 12:00:00","2021-06-02 12:00:00","2023-05-15 12:00:00","2023-06-02 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",47299,"1298","SHORE DR","BEDFORD","40114480",,"Dwelling - Single Detached","Construct Single Unit Dwelling","Y",,"District 16",
"GRADEALT-2021-19682","2021-12-09 12:00:00","2022-02-11 12:00:00",,"2026-03-09 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",174246,"2100","MAITLAND ST","HALIFAX","40270183",,"Dwelling - Multiple Units","New Commons Development (agent for applicant) is working closely with Compass Nova Scotia Co-operative Homes Ltd., a co-operative housing organization established in 2016, to realize the redevelopment of a property currently utilized a surface parking lot in downtown Halifax to include two six-story multi-residential buildings with 57 units and community gathering space. The new buildings include 19 one-bedroom units, 25 two-bedroom units, and 14 three-bedroom units, of which all of them will be at affordable housing charges. The project is currently in the Site Plan process and construction is planned for spring 2022.","Y",,"District 08",
"GRADEALT-2022-10720","2022-08-10 12:00:00",,"2022-08-11 12:00:00",,"Grade Alteration Permit","Associated to a Building","New Building","Withdrawn",17294,"15","MOUNTAIN MAPLE DR","TIMBERLEA","40442501",,"Accessory Structure","OI am looking to add a 14x26 foot old hickory shed/barn in my backyard. https://oldhickorybuildings.com/product_detail/loftedbarn 

It will be at the very back of my property where water currently pools in wet weather.

Looking to build on helical piles to ensure the building is not sitting in the water. As well as to ensure does not affect current water ways in anyway.","Y",,"District 12",
"GRADEALT-2023-06853","2023-05-30 12:00:00","2023-07-19 12:00:00",,"2025-07-11 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",176182,"7","HIBISCUS LANE","UPPER HAMMONDS PLAINS","41517871",,"Dwelling - Multiple Units","96 row townhouses","Y",,"District 14",
"GRADEALT-2024-04124","2024-04-10 12:00:00",,"2024-04-15 12:00:00",,"Grade Alteration Permit","Associated to a Building","Addition","Withdrawn",167601,"335","JOHN SAVAGE AVE","DARTMOUTH","41441924",,"Commercial","Addition to Holiday Inn Building","Y",,"District 06",
"LOTGRADE-2021-10343","2021-06-01 12:00:00","2021-06-14 12:00:00","2021-06-28 12:00:00","2023-06-14 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Completed",15155,"74","CHARLES RD","TIMBERLEA","40033748","Engineering - LOT - Lot Grading","Not Associated to a Building","required for pool permit. minimal leveling of ground to place above ground pool","Y","2021-06-28 12:00:00","District 12","Waived"
"LOTGRADE-2021-14392","2021-08-12 12:00:00","2021-08-13 12:00:00","2024-02-05 12:00:00","2024-05-31 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",54756,"25","CRANSTON AVE","DARTMOUTH","00243998","Engineering - LOT - Lot Grading","Dwelling - Multiple Units","Back yard suite","Y","2024-02-05 12:00:00","District 05","Passed"
"LOTGRADE-2021-17881","2021-10-22 12:00:00","2021-11-02 12:00:00","2023-10-31 12:00:00","2023-10-31 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",71852,"6522","BERLIN ST","HALIFAX","00116178","Engineering - LOT - Lot Grading","Accessory Structure","Level/prep  ground after old garage demolition / before construction of new garage","Y","2023-10-31 12:00:00","District 09","Passed"
"LOTGRADE-2022-01324","2022-03-24 12:00:00",,"2022-04-04 12:00:00",,"Lot Grading Permit","Associated to a Building","Addition","Withdrawn",174511,"1374","PURCELLS COVE RD","HALIFAX","00252650",,"Accessory Structure","Lot grading in advance of placement of foundation and engineered log structure","Y",,"District 11",
"LOTGRADE-2022-03338","2022-03-16 12:00:00","2022-03-22 12:00:00","2023-09-21 12:00:00","2024-03-21 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",174294,"4","TREKKER DR","BEDFORD","41522715","Engineering - LOT - Lot Grading","Dwelling - Townhouse","Construct new six unit townhouse","Y","2023-09-21 12:00:00","District 16","Passed"
"LOTGRADE-2022-06277","2022-05-05 12:00:00","2022-05-18 12:00:00","2022-05-24 12:00:00","2024-05-20 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Completed",167062,"79","CASTLEBRIDGE LANE","EASTERN PASSAGE","41331844","Engineering - LOT - Lot Grading","Not Associated to a Building","Leveling of land to place a pool,","Y","2022-05-24 12:00:00","District 03","Passed"
"LOTGRADE-2022-09627","2022-07-07 12:00:00","2022-07-14 12:00:00","2023-09-13 12:00:00","2024-07-12 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",174275,"18","ELEMENT CRT","BEDFORD","41507765","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Construct a new, detached single family dwelling","Y","2023-09-13 12:00:00","District 16","Passed"
"LOTGRADE-2022-13387","2022-10-07 12:00:00",,,,"Lot Grading Permit","Associated to a Building","New","Applicant Revisions",87659,"1991","SHORE RD","EASTERN PASSAGE","00401307",,"Accessory Structure","lot grading permit for garage construction at 1991 Shore Road, Eastern Passage.","Y",,"District 03",
"LOTGRADE-2023-02903","2023-03-21 12:00:00","2023-03-23 12:00:00","2024-10-24 12:00:00","2025-03-21 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",,,,,"41533837","Engineering - LOT - Lot Grading","Dwelling - Townhouse","construct a 5 unit townhouse","Y","2024-06-13 12:00:00","District 12","Passed"
"LOTGRADE-2023-07111","2023-06-05 12:00:00","2023-06-07 12:00:00",,"2025-06-07 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",5858,"11","CHRISTIE CRT","BEDFORD","40671927",,"Accessory Structure","12x20 Studio Shed.","Y",,"District 16",
"LOTGRADE-2023-11344","2023-08-23 12:00:00","2023-08-24 12:00:00","2024-11-07 12:00:00","2024-08-23 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Completed",123651,"117","LEXINGTON AVE","DARTMOUTH","40858482","Engineering - LOT - Lot Grading","Not Associated to a Building","On ground pool being put 2' into the ground.","Y","2024-11-07 12:00:00","District 06","Passed"
"LOTGRADE-2023-15764","2023-12-06 12:00:00","2023-12-07 12:00:00","2023-12-07 12:00:00","2024-12-06 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",53497,"18","WINDFLOWER CRT","DARTMOUTH","00216630",,"Dwelling - Single Detached","building an addition onto the home.   See BPRES-2023-15290","Y",,"District 06",
"LOTGRADE-2024-03394","2024-03-26 12:00:00","2024-03-27 12:00:00",,"2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179184,"65","PEARLGARDEN CL","DARTMOUTH","41532995",,"Dwelling - Single Detached","Construct Single Unit Dwelling","Y",,"District 06",
"LOTGRADE-2024-06504","2024-05-23 12:00:00","2024-08-09 12:00:00",,"2026-08-13 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",81922,"848","MARLBOROUGH AVE","HALIFAX","00001636",,"Accessory Structure","Construct Detached garage along with installation of inground pool","Y",,"District 07",
"LOTGRADE-2024-10047","2024-07-26 12:00:00","2024-07-31 12:00:00",,"2026-07-31 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",185916,"50","KEEPSAKE CRES","HALIFAX","41539925",,"Dwelling - Semi-Detached","Semi detached homes on serviced lots","Y",,"District 11",
"LOTGRADE-2024-15429","2024-10-10 12:00:00","2024-10-15 12:00:00",,"2026-11-16 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Issued",140552,"187","LINDENWOOD TERR","DARTMOUTH","41207267",,"Dwelling - Single Detached","Lot Grade for POOL-2024-15279","Y",,"District 03",
"LOTGRADE-2025-00890","2025-01-27 12:00:00","2025-01-31 12:00:00",,"2027-02-01 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179199,"5","PEARLGARDEN CL","DARTMOUTH","41533142",,"Dwelling - Single Detached","Construct a new, detached, single-family dwelling","Y",,"District 06",
"GP-2021-00906","2021-01-20 12:00:00","2021-02-23 12:00:00",,"2025-02-28 12:00:00","Grade Alteration Permit","Not Associated to a Building","Change of Grade Contour","Issued",,,,,"00084913",,"Not Associated to a Building","Excavation and grade alteration for future development of the site.","N",,"Unidentified",
"GP-2021-01641","2021-02-19 12:00:00","2021-07-23 12:00:00","2023-09-27 12:00:00","2023-06-10 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Laterals","Expired (Closed)",200002277,,"WENTWORTH ST","DARTMOUTH",,,"Commercial","Installation / abandonment of laterals and utility infrastructure at 22 Wentworth Street.",,,"Unidentified",
"GP-2021-02132","2021-02-10 12:00:00","2021-02-12 12:00:00","2022-09-27 12:00:00","2023-02-13 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",172633,"74","TALUS AVE","BEDFORD","41492430","Engineering - LOT - Lot Grading","Residential","Two storey, 5 bedroom, 3.5 bath, attached garage, walkout basement","Y","2022-09-27 12:00:00","District 16","Passed"
"GP-2021-03416","2021-03-04 12:00:00",,"2021-03-18 12:00:00",,"Grade Alteration Permit","Associated to a Building","New or Addition","Withdrawn",,,,,"00398552",,"Residential","5 Unit Building - 5-plex townhouse","Y",,"District 04",
"GP-2021-03929","2021-03-11 12:00:00","2021-03-17 12:00:00","2023-07-10 12:00:00","2024-12-27 12:00:00","Development - Right of Way Permit","Utility Work","Underground / Buried Mains","Completed",700000690,,"BELMONT ON THE ARM","HALIFAX",,"Traffic Management - ROW - Warranty","Commercial","Water Service 19mm copper Water service connection, 125mm PVC DR28 wastewater service connection, 100mm PVC DR35 Stormwater Service Connection.",,"2023-07-10 12:00:00","Unidentified","Passed"
"GP-2021-04556","2021-03-24 12:00:00","2021-04-16 12:00:00",,"2025-10-31 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",53765,"8","BEACON ST","DARTMOUTH","00226092","Engineering - ROWD - Warranty","Commercial","Building of a new driveway along with a new garage","Y","2023-12-01 12:00:00","District 06","Passed"
"GP-2021-05263","2021-03-29 12:00:00","2022-06-08 12:00:00","2023-03-08 12:00:00","2022-09-01 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Expired (Closed)",200000178,,"BELMONT AVE","DARTMOUTH",,,"Commercial","Install new roadside sign. .5m x 2.7m = 1.35sqm. Sign will be located approx. 4.572m in from the sidewalk edge towards owners property
there will be no street closure or utility work required",,,"Unidentified",
"GP-2021-06059","2021-04-09 12:00:00","2021-04-15 12:00:00","2022-08-24 12:00:00","2023-04-14 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",172709,"194","TALUS AVE","BEDFORD","41493115","Engineering - LOT - Lot Grading","Residential","Construct new single family dwelling","Y","2022-08-24 12:00:00","District 16","Passed"
"GP-2021-06750","2021-06-14 12:00:00","2021-09-10 12:00:00",,"2026-09-10 12:00:00","Development - Right of Way Permit","Driveway Access","Driveway Access","Issued",169217,"330","BROAD ST","BEDFORD","41456120","Engineering - ROWD - Reinstatement","Dwelling - Multiple Units","Open new driveway, 7m wide amd widening existing driveway  by 2m.","Y","2024-09-10 12:00:00","District 16","Passed"
"GP-2021-07354","2021-04-25 12:00:00","2021-05-11 12:00:00","2023-12-06 12:00:00","2024-06-30 12:00:00","Development - Right of Way Permit","Temporary Work","Encroachment Only","Completed",300001066,,"CUNARD ST","HALIFAX",,"Engineering - ROWD - Encroachment Final","Commercial","Encroachment in the public right of way to support Building Permit 186245.",,"2023-12-06 12:00:00","Unidentified","Passed"
"GP-2021-08021","2021-08-12 12:00:00","2023-01-31 12:00:00",,"2026-01-31 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",176350,"1578","HOLLIS ST","HALIFAX","00003954",,"Mixed Use - Residential & Other Use(s)","Grade Alteration","Y",,"District 07",
"GP-2021-08776","2021-05-18 12:00:00","2021-06-23 12:00:00","2021-12-23 12:00:00","2021-12-23 12:00:00","Blasting Permit","Blasting","Blasting","Expired (Closed)",,,,,"40049884","Engineering - BLA - Blasting Final","Commercial","Blasting For New Development
Grade Alteration Permit Application # GP-2021-08968","N","2022-01-27 12:00:00","District 12","Passed"
"GP-2021-10080","2021-05-27 12:00:00","2021-06-11 12:00:00","2023-07-04 12:00:00","2024-06-28 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",71909,"6543","BERLIN ST","HALIFAX","00116798","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Second story addition.","Y","2023-07-04 12:00:00","District 09","Passed"
"GRADEALT-2021-15942","2021-09-17 12:00:00","2021-10-26 12:00:00",,"2025-06-28 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",14649,"3840","JOSEPH HOWE DR","HALIFAX","00177741","Engineering - GRA - Compliance","Dwelling - Multiple Units","Excavation for new multi unit building.","N","2024-09-26 12:00:00","Unidentified","Partially Passed"
"GRADEALT-2022-01529","2022-02-08 12:00:00","2022-05-02 12:00:00",,"2025-07-19 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",259,"34","SAFFRON LANE","UPPER HAMMONDS PLAINS","41517855",,"Dwelling - Townhouse","construct a 62 unit townhouse building including septic field parking lot and driveway","Y",,"District 14",
"GRADEALT-2022-07106","2022-05-19 12:00:00","2023-06-16 12:00:00",,"2025-06-26 12:00:00","Grade Alteration Permit","Not Associated to a Building","Change of Grade Contour","Issued",84137,"1350","MAIN RD","EASTERN PASSAGE","00400028",,"Industrial","At the refinery, all the buildings and infrastructure are being removed by a permit granted by Nova Scotia Environment.  We are submitting a permit on behalf of the Valero, Inc. to regrade the property so that it drains without the need for the existing pump station.","Y",,"District 03",
"GRADEALT-2022-14124","2022-11-12 12:00:00","2022-12-01 12:00:00","2023-09-22 12:00:00","2023-12-01 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Cancelled",47939,"30","BANCROFT LANE","DARTMOUTH","00099440",,"Accessory Structure","grade to be maintained around new structure, no major change to grade lines or surface drainage","Y",,"District 06",
"GRADEALT-2023-03709","2023-04-03 12:00:00","2023-06-08 12:00:00",,"2025-04-05 12:00:00","Grade Alteration Permit","Not Associated to a Building","Change of Grade Contour","Issued",,,,,"00222844",,"Mixed Use - Residential & Other Use(s)","Grading for Phase 1C of the old Penhorn Mall","Y",,"District 06",
"GRADEALT-2023-11128","2023-08-18 12:00:00","2023-12-28 12:00:00",,"2026-01-27 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",176110,"1108","SACKVILLE DR","MIDDLE SACKVILLE","40109308",,"Mixed Use - Residential & Other Use(s)","Associated with BPCOM-2023-09810. Construction of a 50 unit multi residential building.","N",,"District 14",
"GRADEALT-2024-01372","2024-02-08 12:00:00","2024-03-15 12:00:00",,"2026-03-14 12:00:00","Grade Alteration Permit","Associated to a Building","New Building","Issued",43583,"59","WALKER AVE","LOWER SACKVILLE","41053109",,"Commercial","Multi-story self storage facility","Y",,"District 15",
"GRADEALT-2024-07760","2024-06-13 12:00:00","2024-11-01 12:00:00",,"2025-05-01 12:00:00","Grade Alteration Permit","Associated to a Building","Addition","Issued",101720,"5531","HIGHWAY 7","HEAD OF CHEZZETCOOK","40245045",,"Accessory Structure","We are requesting to construct an addition to the existing Porters Lake Food Bank.  There will be no change in grade or drainage.  The addition will be constructed on forms and the floor will be off the ground.","Y",,"District 02",
"GRADEALT-2024-16820","2024-11-07 12:00:00",,,"2025-12-05 12:00:00","Grade Alteration Permit","Not Associated to a Building","Parking Lot Regrading","Ready For Issue",164301,"101","OCHTERLONEY ST","DARTMOUTH","00129650",,"Commercial","Regrading Parking Lot","Y",,"District 05",
"LOTGRADE-2021-11133","2021-06-14 12:00:00","2022-02-02 12:00:00",,"2026-02-01 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",177266,"35","WESLYNN GATE","BEDFORD","00359885",,"Dwelling - Townhouse","Lot Grading for Townhouses","N",,"District 16",
"LOTGRADE-2021-13517","2021-07-23 12:00:00","2021-07-23 12:00:00","2023-07-10 12:00:00","2023-12-31 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",104825,"27","TWILIGHT LANE","DARTMOUTH","00268698","Engineering - LOT - Lot Grading","Dwelling - Single Detached","See description in file BP-2021-07948 (27 Twilight Lane Building Permit).","Y","2023-07-10 12:00:00","District 06","Passed"
"LOTGRADE-2021-15655","2021-09-08 12:00:00","2021-09-16 12:00:00","2024-01-04 12:00:00","2023-12-29 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Expired (Closed)",86834,"1650","SHORE RD","EASTERN PASSAGE","00401570","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Garage and breezeway addition.","Y","2023-10-27 12:00:00","District 03","Failed"
"LOTGRADE-2021-17235","2021-10-19 12:00:00","2021-10-25 12:00:00","2023-01-19 12:00:00","2023-10-23 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",173940,"54","BREAKTRAIL DR","BEDFORD","41504424","Engineering - LOT - Lot Grading","Dwelling - Single Detached","2 storey, 4 bdrm, 3.5 bath, basement grade, attached  garage & deck","Y","2023-01-18 12:00:00","District 16","Passed"
"LOTGRADE-2021-18483","2021-11-03 12:00:00","2021-11-09 12:00:00","2023-11-09 12:00:00","2023-11-06 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",58364,"18","DAHLIA ST","DARTMOUTH","00121681","Engineering - LOT - Lot Grading","Dwelling - Single Detached","This is to accompany my permit to add a mudroom to the front of our house.","Y","2023-11-09 12:00:00","District 05","Passed"
"LOTGRADE-2022-00473","2022-01-13 12:00:00","2022-01-17 12:00:00",,"2024-01-15 12:00:00","Lot Grading Permit","Associated to a Building","New","Expired",3068,"19","DOUGLAS DR","BEDFORD","41276759",,"Accessory Structure","Build a garage 24' x  25'","Y",,"District 16",
"LOTGRADE-2022-02100","2022-02-28 12:00:00","2022-04-26 12:00:00",,"2024-04-22 12:00:00","Lot Grading Permit","Associated to a Building","New","Expired",,,,,"41268384",,"Dwelling - Townhouse","Construction of a new 6 unit townhouse on Nadia Drive in Dartmouth","N",,"District 06",
"LOTGRADE-2022-02999","2022-03-08 12:00:00","2022-03-10 12:00:00","2022-12-12 12:00:00","2024-03-11 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",174700,"28","HIGGINS AVE","BEECHVILLE","41511635","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Single family new construction house with area of basement 520sqft, garage 272sqft, main floor 804sqft and second floor 848 sqft","Y","2022-12-12 12:00:00","District 12","Passed"
"LOTGRADE-2022-04148","2022-03-28 12:00:00","2022-09-28 12:00:00","2022-11-10 12:00:00","2023-09-29 12:00:00","Lot Grading Permit","Not Associated to a Building","Retaining Wall","Completed",82386,"5832","PINE HILL DR","HALIFAX","00051904","Engineering - LOT - Lot Grading","Not Associated to a Building","Would like to build a parking pad in the rear yard as per submitted drawings (see attached).  Right of way Permit TPW-ROW-2021-18311 has been obtained (see attached).","Y","2022-11-10 12:00:00","District 07","Passed"
"LOTGRADE-2022-05591","2022-04-25 12:00:00","2022-05-02 12:00:00","2024-02-06 12:00:00","2024-04-29 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",163198,"71","NORAWARREN DR","HERRING COVE","41361718","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Construction of a two bedroom house. Main floor to be finished with the two bedrooms. Unfinished walkout basement.","Y","2024-02-06 12:00:00","District 11","Passed"
"LOTGRADE-2022-07056","2022-05-19 12:00:00","2022-06-13 12:00:00","2024-05-08 12:00:00","2024-06-13 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Completed",144290,"9","PEBBLECREEK CRES","DARTMOUTH","41277237","Engineering - LOT - Lot Grading","Dwelling - Single Detached","inground pool installation","Y","2024-05-08 12:00:00","District 03","Passed"
"LOTGRADE-2022-08672","2022-06-16 12:00:00",,"2022-07-02 12:00:00",,"Lot Grading Permit","Associated to a Building","New","Withdrawn",,,,,"00277277",,"Dwelling - Multiple Units","new semi detached with secondary suite","N",,"District 11",
"LOTGRADE-2022-10764","2022-08-04 12:00:00","2022-08-11 12:00:00","2022-09-07 12:00:00","2024-08-12 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Completed",39600,"16","ROTHSAY CRT","LOWER SACKVILLE","40448888","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Upgrade deck to meet code requirements
Enclose deck with walls and roof attached to existing dwelling -   work has been completed already - deck on bigfoot sonotubes","Y","2022-09-07 12:00:00","District 15","Passed"
"LOTGRADE-2022-12573","2023-03-02 12:00:00","2023-03-09 12:00:00","2024-02-15 12:00:00","2025-03-10 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176119,"299","MARKETWAY LANE","TIMBERLEA","41515354","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Single family home","Y","2024-02-15 12:00:00","District 12","Passed"
"LOTGRADE-2022-14371","2022-11-07 12:00:00","2022-11-09 12:00:00","2024-11-14 12:00:00","2024-11-09 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",72339,"6274","DUNCAN ST","HALIFAX","00138164",,"Accessory Structure","Replacing an aging garage, pbres 2022 06144","Y",,"District 09",
"LOTGRADE-2023-01439","2023-02-11 12:00:00","2023-05-23 12:00:00",,"2025-05-19 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",58566,"20","THOMPSON ST","DARTMOUTH","00235283",,"Dwelling - Single Detached","Small two story addition to existing home. BPRES-2022-12765","Y",,"District 05",
"LOTGRADE-2023-03941","2023-04-06 12:00:00","2023-04-13 12:00:00","2023-10-03 12:00:00","2025-04-18 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",24327,"77","TARTAN AVE","HALIFAX","00282939","Engineering - LOT - Lot Grading","Accessory Structure","Lot grading for garage","Y","2023-10-03 12:00:00","District 11","Passed"
"LOTGRADE-2023-06153","2023-05-17 12:00:00","2023-05-23 12:00:00","2024-08-01 12:00:00","2025-04-10 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176747,"162","SAILORS TRL","EASTERN PASSAGE","00401182","Engineering - LOT - Lot Grading","Dwelling - Townhouse","New triplex Condo townhouse","Y","2024-08-01 12:00:00","District 03","Passed"
"LOTGRADE-2023-08266","2023-07-04 12:00:00","2023-07-07 12:00:00",,"2025-07-25 12:00:00","Lot Grading Permit","Not Associated to a Building","Swimming Pool","Issued",121356,"5","WATERSIDE TERR","DARTMOUTH","41033499","Engineering - LOT - Lot Grading","Dwelling - Single Detached","Need grading permit for inground pool installation and back yard renovation","Y","2023-11-17 12:00:00","District 03","Failed"
"LOTGRADE-2023-10244","2023-08-02 12:00:00","2023-08-03 12:00:00","2024-09-12 12:00:00","2025-08-07 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176577,"49","HONEYGOLD DR","HALIFAX","41524398","Engineering - LOT - Lot Grading","Dwelling - Semi-Detached","A semi-detached on 49/53 Honeygold Dr","Y","2024-09-12 12:00:00","District 11","Passed"
"LOTGRADE-2023-12211","2023-09-12 12:00:00","2023-09-14 12:00:00",,"2025-09-12 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",85607,"8","AUBREY TERR","EASTERN PASSAGE","00372474",,"Dwelling - Single Detached","New addition 8'x10' mudroom","Y",,"District 03",
"LOTGRADE-2023-14140","2023-10-26 12:00:00","2023-11-01 12:00:00","2024-12-03 12:00:00","2025-11-07 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",176882,"137","TERRADORE LANE","BEDFORD","41520198","Engineering - LOT - Lot Grading","Dwelling - Single Detached","construct a single unit dwelling","Y","2024-12-03 12:00:00","District 16","Passed"
"LOTGRADE-2024-00549","2024-01-15 12:00:00","2024-01-18 12:00:00",,"2026-01-23 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",111063,"3","HEMMING CRT","DARTMOUTH","40041030","Engineering - LOT - Lot Grading","Accessory Structure","New 45m2 garage on thickened slab on ground, no excavation","Y","2024-10-15 12:00:00","District 06","Failed"
"LOTGRADE-2024-03051","2024-03-19 12:00:00","2024-03-25 12:00:00",,"2026-03-27 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Issued",18827,"51","CENTRAL AVE","HALIFAX","00240853",,"Dwelling - Single Detached","Adding two storey addition to rear of house","Y",,"District 10",
"LOTGRADE-2024-04044","2024-04-09 12:00:00","2024-05-13 12:00:00",,"2026-05-29 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",179204,"110","TERRASTONE RG","DARTMOUTH","41533225",,"Dwelling - Townhouse","1 of 3 5-unit townhouses","Y",,"District 06",
"LOTGRADE-2024-05357","2024-05-01 12:00:00","2024-06-21 12:00:00",,"2026-06-25 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",111251,"65","HIRANDALE CRES","WESTPHAL","40571119",,"Accessory Structure","Construct Accessory Structure","Y",,"District 04",
"LOTGRADE-2024-07472","2024-07-11 12:00:00","2024-08-26 12:00:00",,"2026-08-28 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",81341,"149","HINES RD","EASTERN PASSAGE","40103822",,"Dwelling - Multiple Units","New Construction of a 4 unit dwelling as per HAF.","Y",,"District 03",
"LOTGRADE-2024-09377","2024-07-14 12:00:00","2024-07-24 12:00:00",,"2026-07-24 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",,,,,"41536517",,"Dwelling - Multiple Units","Lot Grading for Fourplex","Y",,"District 12",
"LOTGRADE-2024-11226","2024-08-20 12:00:00","2024-08-22 12:00:00","2024-08-22 12:00:00","2026-08-31 12:00:00","Lot Grading Permit","Associated to a Building","New","Completed",20244,"56","WHITE BIRCH DR","TIMBERLEA","40032120",,"Accessory Structure","Construct Accessory Structure","Y",,"District 12",
"LOTGRADE-2024-14188","2024-09-25 12:00:00","2024-10-08 12:00:00",,"2026-10-08 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",183930,"293","HIGGINS AVE","BEECHVILLE","41532383",,"Dwelling - Single Detached","Trusted Partner Program
PLPROJ-2024-01302
[Building Design]","Y",,"District 12",
"LOTGRADE-2024-16620","2024-11-04 12:00:00","2024-11-06 12:00:00",,"2026-11-06 12:00:00","Lot Grading Permit","Associated to a Building","New","Issued",185912,"24","KEEPSAKE CRES","HALIFAX","41539875",,"Dwelling - Semi-Detached","Semi detached homes on pad ready serviced lots","Y",,"District 11",
"LOTGRADE-2024-18266","2024-12-05 12:00:00","2024-12-09 12:00:00","2025-02-03 12:00:00","2026-12-06 12:00:00","Lot Grading Permit","Associated to a Building","Addition","Cancelled",62018,"5507","MERKEL PL","HALIFAX","00115758",,"Dwelling - Multiple Units","Addition to existing duplex to create legal triplex. Addtion will be on posts (second floor) and no lot grading will be required based on scope of work. Please refer to Enclosed Drawings.","Y",,"District 08",
